"time","FLOW","TEMP","SALT","TRC_tr1","TRC_age","NCS_ss1","NCS_ss2","OXY_oxy","CAR_dic","CAR_pH","CAR_ch4","CAR_ch4_bub","SIL_rsi","NIT_amm","NIT_nit","PHS_frp","PHS_frp_ads","OGM_doc","OGM_poc","OGM_don","OGM_pon","OGM_dop","OGM_pop","OGM_docr","OGM_donr","OGM_dopr","OGM_cpom","PHY_cyano","PHY_cyano_IN","PHY_cyano_IP","PHY_green","PHY_green_IN","PHY_green_IP","PHY_diatom","PHY_diatom_IN","PHY_diatom_IP","BIV_filtfrac"
2018-06-01,0.0914,22.6523,0,1,0,1,1,253.707,56.0384,6.7,0.057,0,120.9013,0.4039,0.2235,0.0692,0.0138,32.8298,47.6032,1.2938,2.5876,0.0163,0.381,443.2021,11.6443,0.147,47.6032,0,0,0,0,0,0,0,0,0,0
2018-06-02,0.0886,22.5862,0,1,0,1,1,254.0286,55.7664,6.7,0.0596,0,120.9013,0.3801,0.235,0.0707,0.0141,32.7108,47.4307,1.3239,2.6478,0.0163,0.38,441.5963,11.9152,0.1466,47.4307,0,0,0,0,0,0,0,0,0,0
2018-06-03,0.0866,22.6713,0,1,0,1,1,253.6149,55.4943,6.7,0.0621,0,120.9013,0.3564,0.2465,0.0722,0.0144,32.5919,47.2582,1.354,2.708,0.0162,0.3789,439.9905,12.1861,0.1461,47.2582,0,0,0,0,0,0,0,0,0,0
2018-06-04,0.0843,22.3719,0,1,0,1,1,255.0775,55.2223,6.7,0.0647,0,120.9013,0.3326,0.2581,0.0737,0.0147,32.4729,47.0858,1.3841,2.7682,0.0162,0.3779,438.3847,12.457,0.1457,47.0858,0,0,0,0,0,0,0,0,0,0
2018-06-05,0.0835,22.0535,0,1,0,1,1,256.6492,56.5825,6.7,0.0673,0,120.9013,0.3484,0.5507,0.0797,0.0159,29.8561,43.2913,1.37,2.7399,0.0151,0.352,403.057,12.3297,0.1358,43.2913,0,0,0,0,0,0,0,0,0,0
2018-06-06,0.0831,22.2202,0,1,0,1,1,255.8242,57.9426,6.7,0.0698,0,120.9013,0.3643,0.8433,0.0857,0.0171,27.2392,39.4968,1.3558,2.7117,0.014,0.3262,367.7293,12.2025,0.1258,39.4968,0,0,0,0,0,0,0,0,0,0
2018-06-07,0.0822,22.2152,0,1,0,1,1,255.8489,59.3028,6.7,0.0724,0,120.9013,0.3801,1.1359,0.0918,0.0184,24.6223,35.7024,1.3417,2.6834,0.0129,0.3003,332.4016,12.0752,0.1158,35.7024,0,0,0,0,0,0,0,0,0,0
2018-06-08,0.0826,23.2117,0,1,0,1,1,251.0115,60.6629,6.7,0.075,0,120.9013,0.3959,1.4286,0.0978,0.0196,22.0055,31.9079,1.3275,2.6551,0.0118,0.2745,297.0739,11.9479,0.1059,31.9079,0,0,0,0,0,0,0,0,0,0
2018-06-09,0.0823,24.2015,0,1,0,1,1,246.3631,62.0231,6.7,0.0775,0,120.9013,0.4118,1.7212,0.1038,0.0208,19.3886,28.1135,1.3134,2.6268,0.0107,0.2486,261.7462,11.8207,0.0959,28.1135,0,0,0,0,0,0,0,0,0,0
2018-06-10,0.0622,23.3617,0,1,0,1,1,250.2973,63.3833,6.7,0.0801,0,120.9013,0.4276,2.0138,0.1098,0.022,16.7717,24.319,1.2993,2.5985,0.0095,0.2228,226.4185,11.6934,0.0859,24.319,0,0,0,0,0,0,0,0,0,0
2018-06-11,0.0114,19.7041,0,1,0,1,1,268.8007,64.7434,6.7,0.0827,0,120.9013,0.4435,2.3065,0.1158,0.0232,14.1549,20.5246,1.2851,2.5703,0.0084,0.1969,191.0908,11.5661,0.076,20.5246,0,0,0,0,0,0,0,0,0,0
2018-06-12,0.0078,17.3723,0,1,0,1,1,281.9119,64.3354,6.7,0.0723,0,120.9013,0.4316,2.2074,0.1121,0.0224,15.1065,21.9044,1.3294,2.6588,0.009,0.2096,203.9372,11.9647,0.0808,21.9044,0,0,0,0,0,0,0,0,0,0
2018-06-13,0.0068,18.2472,0,1,0,1,1,276.8611,63.9273,6.7,0.0619,0,120.9013,0.4197,2.1083,0.1083,0.0217,16.058,23.2842,1.3737,2.7474,0.0095,0.2222,216.7836,12.3632,0.0857,23.2842,0,0,0,0,0,0,0,0,0,0
2018-06-14,0.0076,19.3901,0,1,0,1,1,270.502,63.5193,6.7,0.0515,0,120.9013,0.4078,2.0092,0.1045,0.0209,17.0096,24.664,1.418,2.8359,0.0101,0.2349,229.6301,12.7617,0.0906,24.664,0,0,0,0,0,0,0,0,0,0
2018-06-15,0.0123,19.1227,0,1,0,1,1,271.9663,63.1112,6.7,0.0411,0,120.9013,0.3959,1.9101,0.1008,0.0202,17.9612,26.0438,1.4622,2.9245,0.0106,0.2475,242.4765,13.1602,0.0955,26.0438,0,0,0,0,0,0,0,0,0,0
2018-06-16,0.0155,20.1766,0,1,0,1,1,266.2758,62.7032,6.7,0.0308,0,120.9013,0.3841,1.8111,0.097,0.0194,18.9128,27.4236,1.5065,3.0131,0.0111,0.2601,255.3229,13.5588,0.1003,27.4236,0,0,0,0,0,0,0,0,0,0
2018-06-17,0.0156,21.4332,0,1,0,1,1,259.7615,62.2951,6.7,0.0204,0,120.9013,0.3722,1.712,0.0933,0.0187,19.8644,28.8034,1.5508,3.1016,0.0117,0.2728,268.1694,13.9573,0.1052,28.8034,0,0,0,0,0,0,0,0,0,0
2018-06-18,0.0713,24.737,0,1,0,1,1,243.9103,61.8871,6.7,0.01,0,120.9013,0.3603,1.6129,0.0895,0.0179,20.816,30.1832,1.5951,3.1902,0.0122,0.2854,281.0158,14.3558,0.1101,30.1832,0,0,0,0,0,0,0,0,0,0
2018-06-19,0.0815,26.0231,0,1,0,1,1,238.189,61.479,6.7,0.0104,0,120.9013,0.3484,1.5138,0.0857,0.0171,21.7676,31.563,1.6394,3.2787,0.0128,0.2981,293.8623,14.7543,0.115,31.563,0,0,0,0,0,0,0,0,0,0
2018-06-20,0.0782,26.0146,0,1,0,1,1,238.2263,61.071,6.7,0.0107,0,120.9013,0.3366,1.4147,0.082,0.0164,22.7192,32.9428,1.6837,3.3673,0.0133,0.3107,306.7087,15.1529,0.1198,32.9428,0,0,0,0,0,0,0,0,0,0
2018-06-21,0.0739,25.4933,0,1,0,1,1,240.5174,60.6629,6.7,0.0111,0,120.9013,0.3247,1.3157,0.0782,0.0156,23.6708,34.3226,1.7279,3.4559,0.0139,0.3234,319.5551,15.5514,0.1247,34.3226,0,0,0,0,0,0,0,0,0,0
2018-06-22,0.0748,25.0223,0,1,0,1,1,242.6208,60.2549,6.7,0.0115,0,120.9013,0.3128,1.2166,0.0745,0.0149,24.6223,35.7024,1.7722,3.5444,0.0144,0.336,332.4016,15.9499,0.1296,35.7024,0,0,0,0,0,0,0,0,0,0
2018-06-23,0.0594,24.4092,0,1,0,1,1,245.4067,59.8468,6.7,0.0119,0,120.9013,0.3009,1.1175,0.0707,0.0141,25.5739,37.0822,1.8165,3.633,0.0149,0.3486,345.248,16.3484,0.1345,37.0822,0,0,0,0,0,0,0,0,0,0
2018-06-24,0.0465,24.2551,0,1,0,1,1,246.1155,59.4388,6.7,0.0122,0,120.9013,0.289,1.0184,0.0669,0.0134,26.5255,38.462,1.8608,3.7215,0.0155,0.3613,358.0944,16.7469,0.1394,38.462,0,0,0,0,0,0,0,0,0,0
2018-06-25,0.0414,23.5923,0,1,0,1,1,249.206,59.0308,6.7,0.0126,0,120.9013,0.2772,0.9194,0.0632,0.0126,27.4771,39.8418,1.9051,3.8101,0.016,0.3739,370.9409,17.1455,0.1442,39.8418,0,0,0,0,0,0,0,0,0,0
2018-06-26,0.0408,22.1661,0,1,0,1,1,256.0913,60.6629,6.7,0.013,0,120.9013,0.293,1.2465,0.0662,0.0132,25.9308,37.5996,1.9799,3.9597,0.0169,0.3938,350.0654,17.8188,0.1519,37.5996,0,0,0,0,0,0,0,0,0,0
2018-06-27,0.0349,21.8117,0,1,0,1,1,257.8549,62.2951,6.7,0.0134,0,120.9013,0.3088,1.5737,0.0692,0.0138,24.3844,35.3574,2.0547,4.1094,0.0177,0.4136,329.19,18.4922,0.1595,35.3574,0,0,0,0,0,0,0,0,0,0
2018-06-28,0.0282,22.2665,0,1,0,1,1,255.5961,63.9273,6.7,0.0137,0,120.9013,0.3247,1.9009,0.0722,0.0144,22.8381,33.1153,2.1295,4.259,0.0186,0.4335,308.3145,19.1655,0.1672,33.1153,0,0,0,0,0,0,0,0,0,0
2018-06-29,0.0228,22.4867,0,1,0,1,1,254.5149,65.5595,6.7,0.0141,0,120.9013,0.3405,2.2281,0.0752,0.015,21.2918,30.8731,2.2043,4.4086,0.0194,0.4533,287.439,19.8388,0.1749,30.8731,0,0,0,0,0,0,0,0,0,0
2018-06-30,0.0191,22.8705,0,1,0,1,1,252.6494,67.1917,6.7,0.0145,0,120.9013,0.3564,2.5553,0.0782,0.0156,19.7455,28.6309,2.2791,4.5583,0.0203,0.4732,266.5636,20.5122,0.1825,28.6309,0,0,0,0,0,0,0,0,0,0
2018-07-01,0.0154,23.2232,0,1,0,1,1,250.9564,68.8239,6.7,0.0149,0,120.9013,0.3722,2.8825,0.0812,0.0162,18.1991,26.3887,2.3539,4.7079,0.0211,0.493,245.6881,21.1855,0.1902,26.3887,0,0,0,0,0,0,0,0,0,0
2018-07-02,0.0117,23.3528,0,1,0,1,1,250.3393,70.4561,6.7,0.0152,0,120.9013,0.388,3.2097,0.0842,0.0168,16.6528,24.1465,2.4288,4.8575,0.022,0.5129,224.8127,21.8589,0.1978,24.1465,0,0,0,0,0,0,0,0,0,0
2018-07-03,0.0089,23.3886,0,1,0,1,1,250.1692,71.0001,6.7,0.0156,0,120.9013,0.3801,3.4839,0.0918,0.0184,15.8201,22.9392,2.2864,4.5728,0.0199,0.464,213.572,20.5778,0.179,22.9392,0,0,0,0,0,0,0,0,0,0
2018-07-04,0.0061,23.3397,0,1,0,1,1,250.4017,71.5442,6.7,0.016,0,120.9013,0.3722,3.7581,0.0993,0.0199,14.9875,21.7319,2.1441,4.2882,0.0178,0.4152,202.3314,19.2967,0.1601,21.7319,0,0,0,0,0,0,0,0,0,0
2018-07-05,0.0033,22.6543,0,1,0,1,1,253.6973,72.0882,6.7,0.0164,0,120.9013,0.3643,4.0323,0.1068,0.0214,14.1549,20.5246,2.0017,4.0035,0.0157,0.3663,191.0908,18.0156,0.1413,20.5246,0,0,0,0,0,0,0,0,0,0
2018-07-06,0.0019,21.9492,0,1,0,1,1,257.1683,72.6323,6.7,0.0167,0,120.9013,0.3564,4.3065,0.1143,0.0229,13.3222,19.3172,1.8594,3.7188,0.0136,0.3175,179.8501,16.7345,0.1224,19.3172,0,0,0,0,0,0,0,0,0,0
2018-07-07,0.0015,20.0475,0,1,0,1,1,266.9612,73.1764,6.7,0.0171,0,120.9013,0.3484,4.5806,0.1218,0.0244,12.4896,18.1099,1.717,3.4341,0.0115,0.2686,168.6095,15.4534,0.1036,18.1099,0,0,0,0,0,0,0,0,0,0
2018-07-08,5e-04,18.4096,0,1,0,1,1,275.9414,73.7204,6.7,0.0175,0,120.9013,0.3405,4.8548,0.1294,0.0259,11.657,16.9026,1.5747,3.1494,0.0094,0.2197,157.3689,14.1724,0.0848,16.9026,0,0,0,0,0,0,0,0,0,0
2018-07-09,4e-04,18.2706,0,1,0,1,1,276.7281,74.2645,6.7,0.0179,0,120.9013,0.3326,5.129,0.1369,0.0274,10.8243,15.6953,1.4324,2.8647,0.0073,0.1709,146.1282,12.8913,0.0659,15.6953,0,0,0,0,0,0,0,0,0,0
2018-07-10,4e-04,19.5145,0,1,0,1,1,269.8258,73.9925,6.7,0.0182,0,120.9013,0.3484,5.1152,0.1459,0.0292,10.9433,15.8677,1.5146,3.0292,0.0073,0.1701,147.734,13.6314,0.0656,15.8677,0,0,0,0,0,0,0,0,0,0
2018-07-11,5e-04,20.5858,0,1,0,1,1,264.1226,73.7204,6.7,0.0186,0,120.9013,0.3643,5.1014,0.1549,0.031,11.0622,16.0402,1.5968,3.1936,0.0073,0.1692,149.3398,14.3714,0.0653,16.0402,0,0,0,0,0,0,0,0,0,0
2018-07-12,3e-04,20.6195,0,1,0,1,1,263.947,73.4484,6.7,0.019,0,120.9013,0.3801,5.0876,0.164,0.0328,11.1812,16.2127,1.6791,3.3581,0.0072,0.1684,150.9456,15.1115,0.065,16.2127,0,0,0,0,0,0,0,0,0,0
2018-07-13,3e-04,20.5859,0,1,0,1,1,264.1221,73.1764,6.7,0.0194,0,120.9013,0.3959,5.0737,0.173,0.0346,11.3001,16.3852,1.7613,3.5226,0.0072,0.1676,152.5514,15.8516,0.0646,16.3852,0,0,0,0,0,0,0,0,0,0
2018-07-14,3e-04,20.0862,0,1,0,1,1,266.7551,72.9043,6.7,0.0197,0,120.9013,0.4118,5.0599,0.182,0.0364,11.4191,16.5576,1.8435,3.687,0.0071,0.1667,154.1572,16.5916,0.0643,16.5576,0,0,0,0,0,0,0,0,0,0
2018-07-15,4e-04,20.2506,0,1,0,1,1,265.8838,72.6323,6.7,0.0201,0,120.9013,0.4276,5.0461,0.191,0.0382,11.538,16.7301,1.9257,3.8515,0.0071,0.1659,155.7631,17.3317,0.064,16.7301,0,0,0,0,0,0,0,0,0,0
2018-07-16,4e-04,20.931,0,1,0,1,1,262.3305,72.3603,6.7,0.0205,0,120.9013,0.4435,5.0323,0.2001,0.04,11.657,16.9026,2.008,4.016,0.0071,0.1651,157.3689,18.0718,0.0637,16.9026,0,0,0,0,0,0,0,0,0,0
2018-07-17,5e-04,21.0748,0,1,0,1,1,261.5905,72.3603,6.7,0.0209,0,120.9013,0.3959,4.7373,0.191,0.0382,11.8948,17.2475,1.9289,3.8579,0.0077,0.1801,160.5805,17.3605,0.0695,17.2475,0,0,0,0,0,0,0,0,0,0
2018-07-18,5e-04,20.4148,0,1,0,1,1,265.0187,72.3603,6.7,0.0212,0,120.9013,0.3484,4.4424,0.182,0.0364,12.1327,17.5925,1.8499,3.6998,0.0084,0.1952,163.7921,16.6492,0.0753,17.5925,0,0,0,0,0,0,0,0,0,0
2018-07-19,5e-04,18.9759,0,1,0,1,1,272.7761,72.3603,6.7,0.0216,0,120.9013,0.3009,4.1475,0.173,0.0346,12.3706,17.9374,1.7709,3.5418,0.009,0.2102,167.0037,15.9379,0.0811,17.9374,0,0,0,0,0,0,0,0,0,0
2018-07-20,6e-04,19.2485,0,1,0,1,1,271.2755,72.3603,6.7,0.022,0,120.9013,0.2534,3.8525,0.164,0.0328,12.6085,18.2824,1.6919,3.3837,0.0097,0.2252,170.2153,15.2267,0.0869,18.2824,0,0,0,0,0,0,0,0,0,0
2018-07-21,6e-04,19.3557,0,1,0,1,1,270.6895,72.3603,6.7,0.0224,0,120.9013,0.2059,3.5576,0.1549,0.031,12.8464,18.6273,1.6128,3.2256,0.0103,0.2403,173.4269,14.5154,0.0927,18.6273,0,0,0,0,0,0,0,0,0,0
2018-07-22,7e-04,19.042,0,1,0,1,1,272.4112,72.3603,6.7,0.0227,0,120.9013,0.1584,3.2627,0.1459,0.0292,13.0843,18.9723,1.5338,3.0676,0.0109,0.2553,176.6385,13.8041,0.0985,18.9723,0,0,0,0,0,0,0,0,0,0
2018-07-23,0.0024,18.9644,0,1,0,1,1,272.8398,72.3603,6.7,0.0231,0,120.9013,0.1109,2.9677,0.1369,0.0274,13.3222,19.3172,1.4548,2.9095,0.0116,0.2703,179.8501,13.0928,0.1043,19.3172,0,0,0,0,0,0,0,0,0,0
2018-07-24,0.0041,19.389,0,1,0,1,1,270.5083,73.4484,6.7,0.0235,0,120.9013,0.1188,2.9908,0.1384,0.0277,13.4412,19.4897,1.462,2.9241,0.0114,0.267,181.4559,13.1584,0.103,19.4897,0,0,0,0,0,0,0,0,0,0
2018-07-25,0.0063,19.1577,0,1,0,1,1,271.7738,74.5365,6.7,0.0239,0,120.9013,0.1267,3.0138,0.1399,0.028,13.5601,19.6622,1.4693,2.9387,0.0113,0.2637,183.0617,13.2239,0.1017,19.6622,0,0,0,0,0,0,0,0,0,0
2018-07-26,0.0022,19.604,0,1,0,1,1,269.3411,75.6247,6.7,0.0242,0,120.9013,0.1346,3.0369,0.1414,0.0283,13.6791,19.8347,1.4766,2.9532,0.0112,0.2604,184.6675,13.2895,0.1004,19.8347,0,0,0,0,0,0,0,0,0,0
2018-07-27,0.0012,20.0864,0,1,0,1,1,266.7545,76.7128,6.7,0.0246,0,120.9013,0.1425,3.0599,0.1429,0.0286,13.798,20.0071,1.4839,2.9678,0.011,0.2571,186.2733,13.3551,0.0992,20.0071,0,0,0,0,0,0,0,0,0,0
2018-07-28,7e-04,19.7999,0,1,0,1,1,268.2851,77.8009,6.7,0.025,0,120.9013,0.1505,3.0829,0.1444,0.0289,13.917,20.1796,1.4912,2.9824,0.0109,0.2538,187.8791,13.4206,0.0979,20.1796,0,0,0,0,0,0,0,0,0,0
2018-07-29,7e-04,19.244,0,1,0,1,1,271.3006,78.889,6.7,0.0254,0,120.9013,0.1584,3.106,0.1459,0.0292,14.0359,20.3521,1.4985,2.9969,0.0107,0.2505,189.485,13.4862,0.0966,20.3521,0,0,0,0,0,0,0,0,0,0
2018-07-30,7e-04,19.8555,0,1,0,1,1,267.9867,79.9771,6.7,0.0257,0,120.9013,0.1663,3.129,0.1474,0.0295,14.1549,20.5246,1.5057,3.0115,0.0106,0.2472,191.0908,13.5517,0.0953,20.5246,0,0,0,0,0,0,0,0,0,0
2018-07-31,6e-04,19.4264,0,1,0,1,1,270.3046,80.5212,6.7,0.0261,0,120.9013,0.1901,3.1175,0.161,0.0322,14.6307,21.2145,1.6809,3.3618,0.0107,0.2503,197.514,15.1283,0.0965,21.2145,0,0,0,0,0,0,0,0,0,0
2018-08-01,0.0015,19.8906,0,1,0,1,1,267.7987,81.0653,6.7,0.0265,0,120.9013,0.2138,3.106,0.1745,0.0349,15.1065,21.9044,1.8561,3.7122,0.0109,0.2534,203.9372,16.7048,0.0977,21.9044,0,0,0,0,0,0,0,0,0,0
2018-08-02,0.0091,19.7009,0,1,0,1,1,268.8175,81.6093,6.7,0.0269,0,120.9013,0.2376,3.0945,0.188,0.0376,15.5823,22.5943,2.0313,4.0625,0.011,0.2565,210.3604,18.2813,0.0989,22.5943,0,0,0,0,0,0,0,0,0,0
2018-08-03,0.0061,19.1111,0,1,0,1,1,272.0299,82.1534,6.7,0.0272,0,120.9013,0.2613,3.0829,0.2016,0.0403,16.058,23.2842,2.2064,4.4129,0.0111,0.2596,216.7836,19.8579,0.1001,23.2842,0,0,0,0,0,0,0,0,0,0
2018-08-04,0.0031,19.664,0,1,0,1,1,269.0169,82.6975,6.7,0.0276,0,120.9013,0.2851,3.0714,0.2151,0.043,16.5338,23.9741,2.3816,4.7632,0.0113,0.2627,223.2069,21.4344,0.1013,23.9741,0,0,0,0,0,0,0,0,0,0
2018-08-05,0.0012,20.3637,0,1,0,1,1,265.2871,83.2415,6.7,0.028,0,120.9013,0.3088,3.0599,0.2286,0.0457,17.0096,24.664,2.5568,5.1135,0.0114,0.2658,229.6301,23.0109,0.1025,24.664,0,0,0,0,0,0,0,0,0,0
2018-08-06,6e-04,20.6046,0,1,0,1,1,264.0245,83.7856,6.7,0.0284,0,120.9013,0.3326,3.0484,0.2422,0.0484,17.4854,25.3539,2.7319,5.4639,0.0115,0.269,236.0533,24.5875,0.1037,25.3539,0,0,0,0,0,0,0,0,0,0
2018-08-07,6e-04,20.7632,0,1,0,1,1,263.199,83.7856,6.7,0.0287,0,120.9013,0.3484,3.0369,0.2347,0.0469,17.3665,25.1814,2.488,4.9759,0.0126,0.2949,234.4475,22.3916,0.1137,25.1814,0,0,0,0,0,0,0,0,0,0
2018-08-08,5e-04,20.8025,0,1,0,1,1,262.9953,83.7856,6.7,0.0291,0,120.9013,0.3643,3.0253,0.2271,0.0454,17.2475,25.0089,2.244,4.488,0.0137,0.3208,232.8417,20.1958,0.1237,25.0089,0,0,0,0,0,0,0,0,0,0
2018-08-09,5e-04,20.7215,0,1,0,1,1,263.4159,83.7856,6.7,0.0294,0,120.9013,0.3801,3.0138,0.2196,0.0439,17.1286,24.8364,2,4,0.0149,0.3468,231.2359,18,0.1337,24.8364,0,0,0,0,0,0,0,0,0,0
2018-08-10,4e-04,20.3407,0,1,0,1,1,265.4084,83.7856,6.7,0.0298,0,120.9013,0.3959,3.0023,0.2121,0.0424,17.0096,24.664,1.756,3.512,0.016,0.3727,229.6301,15.8041,0.1437,24.664,0,0,0,0,0,0,0,0,0,0
2018-08-11,4e-04,20.5299,0,1,0,1,1,264.4151,83.7856,6.7,0.0301,0,120.9013,0.4118,2.9908,0.2046,0.0409,16.8907,24.4915,1.512,3.0241,0.0171,0.3986,228.0243,13.6083,0.1538,24.4915,0,0,0,0,0,0,0,0,0,0
2018-08-12,4e-04,20.0085,0,1,0,1,1,267.1688,83.7856,6.7,0.0305,0,120.9013,0.4276,2.9793,0.1971,0.0394,16.7717,24.319,1.268,2.5361,0.0182,0.4245,226.4185,11.4124,0.1638,24.319,0,0,0,0,0,0,0,0,0,0
2018-08-13,4e-04,19.3985,0,1,0,1,1,270.4561,83.7856,6.7,0.0309,0,120.9013,0.4435,2.9677,0.1895,0.0379,16.6528,24.1465,1.0241,2.0481,0.0193,0.4505,224.8127,9.2166,0.1738,24.1465,0,0,0,0,0,0,0,0,0,0
2018-08-14,5e-04,18.8217,0,1,0,1,1,273.6318,83.2415,6.7,0.0325,0,120.9013,0.4831,2.8594,0.194,0.0388,17.4854,25.3539,1.1726,2.3453,0.0172,0.4005,236.0533,10.5538,0.1545,25.3539,0,0,0,0,0,0,0,0,0,0
2018-08-15,5e-04,19.1046,0,1,0,1,1,272.0661,82.6975,6.7,0.0341,0,120.9013,0.5226,2.7512,0.1986,0.0397,18.3181,26.5612,1.3212,2.6425,0.015,0.3505,247.2939,11.8911,0.1352,26.5612,0,0,0,0,0,0,0,0,0,0
2018-08-16,5e-04,20.0697,0,1,0,1,1,266.8432,82.1534,6.7,0.0358,0,120.9013,0.5622,2.6429,0.2031,0.0406,19.1507,27.7685,1.4698,2.9396,0.0129,0.3005,258.5346,13.2283,0.1159,27.7685,0,0,0,0,0,0,0,0,0,0
2018-08-17,5e-04,20.8776,0,1,0,1,1,262.6065,81.6093,6.7,0.0374,0,120.9013,0.6018,2.5346,0.2076,0.0415,19.9833,28.9759,1.6184,3.2368,0.0107,0.2506,269.7752,14.5656,0.0966,28.9759,0,0,0,0,0,0,0,0,0,0
2018-08-18,6e-04,20.466,0,1,0,1,1,264.7496,81.0653,6.7,0.0391,0,120.9013,0.6414,2.4263,0.2121,0.0424,20.816,30.1832,1.767,3.534,0.0086,0.2006,281.0158,15.9028,0.0774,30.1832,0,0,0,0,0,0,0,0,0,0
2018-08-19,6e-04,20.1869,0,1,0,1,1,266.2211,80.5212,6.7,0.0407,0,120.9013,0.681,2.318,0.2166,0.0433,21.6486,31.3905,1.9156,3.8311,0.0065,0.1506,292.2565,17.24,0.0581,31.3905,0,0,0,0,0,0,0,0,0,0
2018-08-20,2e-04,20.0305,0,1,0,1,1,267.0515,79.9771,6.7,0.0423,0,120.9013,0.7206,2.2097,0.2211,0.0442,22.4813,32.5978,2.0641,4.1283,0.0043,0.1006,303.4971,18.5773,0.0388,32.5978,0,0,0,0,0,0,0,0,0,0
2018-08-21,0.0034,20.16,0,1,0,1,1,266.3636,80.5212,6.7,0.044,0,120.9013,0.6573,2.318,0.2211,0.0442,21.4107,31.0456,1.8481,3.6961,0.0055,0.129,289.0448,16.6326,0.0498,31.0456,0,0,0,0,0,0,0,0,0,0
2018-08-22,0.0012,19.8529,0,1,0,1,1,268.0006,81.0653,6.7,0.0456,0,120.9013,0.5939,2.4263,0.2211,0.0442,20.3402,29.4933,1.632,3.264,0.0067,0.1575,274.5926,14.6879,0.0607,29.4933,0,0,0,0,0,0,0,0,0,0
2018-08-23,0.0019,17.6858,0,1,0,1,1,280.083,81.6093,6.7,0.0473,0,120.9013,0.5306,2.5346,0.2211,0.0442,19.2697,27.941,1.4159,2.8318,0.008,0.1859,260.1404,12.7432,0.0717,27.941,0,0,0,0,0,0,0,0,0,0
2018-08-24,0.0025,16.7946,0,1,0,1,1,285.3381,82.1534,6.7,0.0489,0,120.9013,0.4672,2.6429,0.2211,0.0442,18.1991,26.3887,1.1998,2.3997,0.0092,0.2143,245.6881,10.7986,0.0827,26.3887,0,0,0,0,0,0,0,0,0,0
2018-08-25,0.0032,17.3564,0,1,0,1,1,282.0054,82.6975,6.7,0.0506,0,120.9013,0.4039,2.7512,0.2211,0.0442,17.1286,24.8364,0.9838,1.9675,0.0104,0.2427,231.2359,8.8539,0.0936,24.8364,0,0,0,0,0,0,0,0,0,0
2018-08-26,0.0039,18.319,0,1,0,1,1,276.454,83.2415,6.7,0.0522,0,120.9013,0.3405,2.8594,0.2211,0.0442,16.058,23.2842,0.7677,1.5354,0.0116,0.2711,216.7836,6.9092,0.1046,23.2842,0,0,0,0,0,0,0,0,0,0
2018-08-27,0.0045,19.8564,0,1,0,1,1,267.9822,83.7856,6.7,0.0538,0,120.9013,0.2772,2.9677,0.2211,0.0442,14.9875,21.7319,0.5516,1.1032,0.0128,0.2995,202.3314,4.9645,0.1155,21.7319,0,0,0,0,0,0,0,0,0,0
2018-08-28,0.0052,20.448,0,1,0,1,1,264.8442,84.0576,6.7,0.0545,0,120.9013,0.3009,2.9608,0.2241,0.0448,15.2254,22.0768,0.6489,1.2977,0.0133,0.3113,205.543,5.8397,0.1201,22.0768,0,0,0,0,0,0,0,0,0,0
2018-08-29,0.0059,20.7037,0,1,0,1,1,263.508,84.3296,6.7,0.0553,0,120.9013,0.3247,2.9539,0.2271,0.0454,15.4633,22.4218,0.7461,1.4922,0.0138,0.3231,208.7546,6.7148,0.1246,22.4218,0,0,0,0,0,0,0,0,0,0
2018-08-30,0.0065,20.8805,0,1,0,1,1,262.5914,84.6017,6.7,0.056,0,120.9013,0.3484,2.947,0.2301,0.046,15.7012,22.7667,0.8433,1.6866,0.0144,0.3349,211.9662,7.5899,0.1292,22.7667,0,0,0,0,0,0,0,0,0,0
2018-08-31,0.0072,20.4367,0,1,0,1,1,264.9038,84.8737,6.7,0.0567,0,120.9013,0.3722,2.9401,0.2332,0.0466,15.9391,23.1117,0.9406,1.8811,0.0149,0.3466,215.1778,8.465,0.1337,23.1117,0,0,0,0,0,0,0,0,0,0
2018-09-01,0.0079,20.2593,0,1,0,1,1,265.8381,85.1457,6.7,0.0574,0,120.9013,0.3959,2.9332,0.2362,0.0472,16.177,23.4566,1.0378,2.0756,0.0154,0.3584,218.3894,9.3401,0.1382,23.4566,0,0,0,0,0,0,0,0,0,0
2018-09-02,0.0085,20.0485,0,1,0,1,1,266.9557,85.4178,6.7,0.0581,0,120.9013,0.4197,2.9263,0.2392,0.0478,16.4149,23.8016,1.135,2.2701,0.0159,0.3702,221.601,10.2153,0.1428,23.8016,0,0,0,0,0,0,0,0,0,0
2018-09-03,0.0092,20.8565,0,1,0,1,1,262.7158,85.6898,6.7,0.0588,0,120.9013,0.4435,2.9194,0.2422,0.0484,16.6528,24.1465,1.2323,2.4645,0.0164,0.382,224.8127,11.0904,0.1473,24.1465,0,0,0,0,0,0,0,0,0,0
2018-09-04,0.0099,21.1256,0,1,0,1,1,261.3298,82.9695,6.7,0.0543,0,120.9013,0.4355,2.6175,0.2362,0.0472,18.7939,27.2511,1.3858,2.7716,0.0206,0.4811,253.7171,12.4722,0.1856,27.2511,0,0,0,0,0,0,0,0,0,0
2018-09-05,0.0105,21.3304,0,1,0,1,1,260.2838,80.2492,6.7,0.0498,0,120.9013,0.4276,2.3157,0.2301,0.046,20.9349,30.3557,1.5393,3.0787,0.0249,0.5803,282.6216,13.854,0.2238,30.3557,0,0,0,0,0,0,0,0,0,0
